ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT4,PAY_AMT5,PAY_AMT6,Pay%1,Pay%2,Pay%3,default,FICO
2134,90000,2,1,2,27,61974,62339,63648,2511,2511,2611,0.04,0.04,0.04,0,MT700
2144,20000,1,3,1,41,19584,16539,19466,2711,4261,941,0.14,0.26,0.05,1,LT500
2149,60000,1,1,1,49,25793,28224,28968,3111,1211,1111,0.12,0.04,0.04,1,LT500
2178,5.00E+05,2,2,2,36,29698,32229,27912,3211,3111,785,0.11,0.1,0.03,0,MT700
2179,30000,2,2,1,33,28352,17596,7576,523,1111,1,0.02,0.06,0,0,MT700
2186,270000,1,2,1,27,18527,18413,18111,652,637,541,0.04,0.03,0.03,0,MT700
2194,190000,1,2,1,43,84221,91815,111153,9111,11111,22111,0.11,0.12,0.2,0,MT700
2198,1.00E+06,2,1,1,47,891586,927171,961664,51111,51111,51256,0.06,0.06,0.05,0,MT700
2210,50000,2,2,1,41,24658,25212,25642,1111,1111,1111,0.05,0.04,0.04,0,MT700
2219,50000,1,2,2,58,8186,8263,9533,293,1411,411,0.04,0.17,0.04,1,LT500
2226,60000,1,1,2,31,17132,6818,8741,1565,8511,5215,0.09,1.25,0.6,1,LT500
2243,10000,2,2,2,22,9736,9714,9725,511,611,511,0.05,0.06,0.05,0,MT700
2248,280000,1,2,1,36,171128,174281,185348,7111,14111,7111,0.04,0.08,0.04,1,LT500
2263,220000,1,2,2,26,216988,213824,39819,1,811,223833,0,0,5.62,0,LT500
2269,30000,1,2,1,39,17317,16911,17465,1,1111,3511,0,0.07,0.2,1,LT500
2270,70000,2,2,2,24,47956,47156,49565,1,3318,2511,0,0.07,0.05,0,MT700
2287,50000,1,2,2,27,41434,45567,61595,5111,21111,1,0.12,0.46,0,0,MT700
2307,30000,2,2,1,26,2596,1123,2391,1,2781,1,0,2.48,0,0,MT700
2312,180000,1,2,2,26,58458,61771,61628,4111,4111,4111,0.07,0.07,0.07,0,MT700
2314,240000,2,1,2,28,149293,151614,151911,7111,6111,5111,0.05,0.04,0.03,0,MT700
2326,50000,1,3,2,52,19194,19211,19199,694,714,798,0.04,0.04,0.04,0,MT700
2327,80000,2,2,2,40,52422,53618,51312,2111,2511,2111,0.04,0.05,0.04,0,MT700
2348,260000,2,2,2,25,15521,3491,5651,3491,3111,2111,0.22,0.89,0.37,1,LT500
2370,230000,2,1,1,42,3351,1644,1733,1644,1733,4737,0.49,1.05,2.73,0,MT700
2393,50000,1,3,1,32,41526,42219,44961,1511,3611,1,0.04,0.09,0,1,LT500
2396,110000,2,3,1,27,47316,47175,47141,1698,1911,1818,0.04,0.04,0.04,0,MT700
2410,160000,2,2,1,42,41318,42615,43857,2111,2111,2111,0.05,0.05,0.05,0,MT700
2419,20000,1,2,2,33,8878,6474,2771,511,1,1,0.06,0,0,0,LT500
2420,3.00E+05,2,1,1,51,85118,83983,51257,2511,2122,1811,0.03,0.03,0.04,0,MT700
2422,20000,2,2,1,24,15492,16739,16321,1511,1,2111,0.1,0,0.13,1,LT500
2425,60000,1,1,2,29,11568,9727,3832,4111,3832,3165,0.36,0.39,0.83,0,MT700
2429,80000,1,1,1,47,7915,21616,7727,21616,7727,6191,2.73,0.36,0.8,0,MT700
2433,30000,2,2,1,34,31727,29679,31188,1111,2327,1,0.04,0.08,0,1,LT500
2437,1.00E+05,2,3,1,24,73871,79717,85433,7165,7165,1,0.1,0.09,0,1,LT500
2443,240000,1,3,1,55,28165,29513,32142,2111,3111,2111,0.07,0.11,0.07,0,MT700
2444,30000,2,3,1,42,28411,29168,31383,2111,2111,3111,0.07,0.07,0.1,0,MT700
2447,80000,2,2,2,44,5144,15365,2251,15365,2251,2691,2.99,0.15,1.2,0,MT700
2448,50000,2,2,2,41,46885,47535,45994,1511,2111,2111,0.03,0.04,0.05,1,LT500
2456,460000,1,1,1,35,338221,347753,356161,15111,15125,7112,0.04,0.04,0.02,0,MT700
2457,5.00E+05,1,1,1,51,294173,311616,266973,15128,11138,11118,0.05,0.04,0.04,0,MT700
2462,30000,2,2,2,26,28171,29978,29365,2511,1,611,0.09,0,0.02,1,LT500
2464,20000,1,2,2,27,18648,21141,19464,2111,1,817,0.11,0,0.04,1,LT500
2467,180000,1,2,2,32,4241,4542,5261,4542,5261,4731,1.07,1.16,0.9,1,LT500
2472,20000,1,1,2,29,11181,11711,12357,811,1111,511,0.07,0.09,0.04,1,LT500
2473,1.00E+05,2,3,1,38,66578,69513,72346,4111,4111,4111,0.06,0.06,0.06,0,MT700
2481,20000,1,2,2,23,19456,19323,19265,692,766,998,0.04,0.04,0.05,1,LT500
2511,30000,2,1,2,24,31148,31222,28949,915,1163,419,0.03,0.04,0.01,1,LT500
2517,50000,2,2,1,33,44173,41261,31222,1432,1311,1112,0.03,0.03,0.04,0,MT700
2524,70000,2,2,2,30,8761,8572,9274,1111,1111,4111,0.13,0.13,0.44,0,MT700
2544,230000,2,2,1,34,1865,1496,1873,1496,1873,1,0.8,1.25,0,0,MT700
2551,30000,2,2,2,26,27417,28489,28427,1512,1511,3111,0.06,0.05,0.11,0,MT700
2553,20000,2,3,1,31,16647,12213,11998,421,397,221,0.03,0.03,0.02,1,LT500
2563,140000,1,1,1,40,133147,141351,136475,12111,1,5111,0.09,0,0.04,1,LT500
2593,480000,1,1,1,49,33146,37337,33777,37511,31383,11633,1.13,0.84,0.34,0,MT700
2609,20000,2,2,1,26,19228,18814,19316,1,1111,1111,0,0.06,0.06,1,LT500
2613,230000,2,2,2,25,9178,11119,6172,11119,6172,869,1.21,0.56,0.14,0,MT700
2616,450000,2,1,1,37,3339,9458,7231,18916,7231,4972,5.67,0.76,0.69,0,MT700
2618,50000,2,2,1,31,17174,17533,17241,626,654,567,0.04,0.04,0.03,1,LT500
2619,80000,2,1,2,27,25981,26464,23714,1111,1111,1111,0.04,0.04,0.05,0,MT700
2623,1.00E+05,2,2,2,24,65156,73162,71738,9111,1,4111,0.14,0,0.06,0,LT500
2624,1.00E+05,1,2,2,38,45433,3952,3723,312,3723,15462,0.01,0.94,4.15,0,MT700
2629,420000,2,2,1,36,2535,3216,4652,3216,2652,2511,1.27,0.82,0.54,0,MT700
2634,50000,1,2,1,30,25313,26116,27217,1111,1811,1511,0.04,0.07,0.06,1,LT500
2638,390000,1,1,2,28,44543,45631,45793,1773,2111,1592,0.04,0.05,0.03,0,MT700
2651,170000,1,1,1,40,2111,5111,3111,5111,1,4111,2.42,0,1.32,1,LT500
2653,170000,2,1,2,26,118415,112313,99767,1,3911,3611,0,0.03,0.04,0,MT700
2657,1.00E+05,1,1,2,27,39494,39896,28256,911,6441,511,0.02,0.16,0.02,1,LT500
2663,220000,2,1,2,45,632,15243,5471,15251,5472,4145,24.13,0.36,0.76,0,MT700
2671,380000,1,1,2,34,911,16915,936,16915,941,1,18.57,0.06,0,0,MT700
2674,470000,1,2,2,29,52979,119678,94721,71113,5131,6113,1.34,0.04,0.06,0,MT700
2698,30000,2,3,2,26,26841,28271,28134,2111,2111,1111,0.08,0.07,0.04,0,MT700
2707,30000,1,2,1,47,26912,25426,26799,1149,5111,482,0.04,0.2,0.02,1,LT500
2715,30000,1,2,2,35,27897,29587,31152,2311,1211,1,0.08,0.04,0,0,MT700
2717,70000,2,1,2,24,29766,29286,29414,1152,1155,1163,0.04,0.04,0.04,0,MT700
2731,50000,1,3,2,30,31777,33966,34759,2711,1511,1,0.09,0.04,0,0,MT700
2736,140000,2,1,1,37,119665,118129,118167,4142,4157,4112,0.03,0.04,0.03,0,MT700
2737,50000,2,2,1,28,21314,21319,21331,724,733,712,0.03,0.03,0.03,0,MT700
2740,220000,1,1,1,53,1119,3319,2113,3319,2113,5411,2.97,0.64,2.56,0,MT700
2745,240000,1,3,1,55,191481,194215,198313,6511,7111,17111,0.03,0.04,0.09,0,MT700
2754,30000,2,2,2,22,28392,22612,22751,1111,1111,1,0.04,0.05,0,1,LT500
2769,350000,2,2,1,41,84416,73976,75497,3111,3111,4111,0.04,0.04,0.05,0,MT700
2773,50000,2,1,2,25,44561,45592,46495,1911,1811,1,0.04,0.04,0,1,LT500
2779,260000,2,2,1,39,186443,191345,193739,7135,7178,7221,0.04,0.04,0.04,1,LT500
2785,1.00E+05,2,1,2,27,47324,45723,46718,2111,1911,2111,0.04,0.04,0.05,1,LT500
2799,60000,2,2,1,36,2898,11768,3983,11768,3983,1,4.06,0.34,0,0,MT700
2810,420000,1,1,1,44,311314,258484,274817,5171,189741,6656,0.02,0.73,0.02,0,MT700
2811,20000,2,2,1,45,17434,17113,17511,1,771,815,0,0.05,0.05,0,MT700
2843,110000,2,2,1,51,12468,13763,13989,1511,611,1,0.12,0.04,0,0,MT700
2845,1.00E+05,2,1,2,29,5286,8191,11272,8191,6412,1,1.55,0.78,0,0,MT700
2852,30000,2,2,1,39,11522,11354,11122,1111,1,1111,0.1,0,0.1,1,LT500
2855,50000,2,2,2,25,17213,18432,18981,1511,1111,1,0.09,0.06,0,1,LT500
2856,320000,1,2,1,39,18177,1792,18344,1811,18352,2172,0.1,10.24,0.12,0,MT700
2883,210000,2,1,2,31,57751,25456,11625,15456,11625,213,0.27,0.46,0.02,0,MT700
2887,250000,1,2,1,47,3471,3128,2966,3128,2966,3419,0.9,0.95,1.15,0,MT700
2893,450000,1,2,2,37,164176,171885,177483,9651,9651,9651,0.06,0.06,0.05,0,MT700
2896,2.00E+05,1,1,1,43,121123,128387,131961,9352,4711,5111,0.08,0.04,0.04,1,LT500
2901,20000,1,1,1,29,556,19967,1742,21191,1742,1,38.11,0.09,0,0,MT700
2927,30000,2,2,1,34,27834,28241,28131,1111,511,2111,0.04,0.02,0.08,1,LT500
2931,60000,2,2,2,25,38855,38768,38846,1395,1511,1795,0.04,0.04,0.05,0,MT700
2941,50000,1,2,1,22,1884,19792,19819,19792,727,792,10.51,0.04,0.04,0,MT700
2945,90000,2,1,2,28,91214,89687,91161,1,6711,1,0,0.07,0,1,LT500
2946,260000,1,3,2,48,194413,189687,162473,5654,5275,4111,0.03,0.03,0.03,0,MT700
2948,1.00E+05,2,2,2,27,17146,1175,1442,1175,1442,1396,0.07,1.23,0.97,1,LT500
2953,30000,2,2,1,26,12787,6841,2251,137,45,1,0.01,0.01,0,0,LT500
2978,3.00E+05,1,1,2,25,19517,18169,18533,1211,2511,18111,0.06,0.14,0.98,0,MT700
2984,360000,2,1,2,37,6291,8221,28411,8221,28411,4845,1.31,3.46,0.17,0,MT700
2987,210000,1,3,2,32,1761,675,752,675,752,1114,0.38,1.11,1.48,0,MT700
2988,60000,1,2,1,56,32345,33663,34945,2111,2111,2111,0.07,0.06,0.06,1,LT500
2997,210000,2,2,1,27,122362,116243,118414,5134,4111,4111,0.04,0.04,0.03,1,LT500
3008,10000,2,2,1,24,4837,5218,5475,611,511,1,0.13,0.1,0,0,MT700
3011,210000,2,2,2,32,92195,92491,94369,3111,5111,5111,0.03,0.06,0.05,0,MT700
3012,250000,2,2,1,50,95735,96519,97189,3711,3547,3165,0.04,0.04,0.03,0,MT700
3025,1.00E+05,2,3,1,36,112916,121111,138819,9211,21111,4111,0.08,0.17,0.03,1,LT500
3040,170000,1,1,2,39,137986,141319,139463,6111,7111,5111,0.04,0.05,0.04,0,MT700
3049,480000,2,1,1,38,315124,289379,295768,11111,11111,11111,0.04,0.04,0.04,0,MT700
3058,30000,1,2,2,47,29494,29464,29891,1511,2111,2311,0.05,0.07,0.08,0,MT700
3066,70000,1,1,2,25,4859,4638,4911,1,511,1111,0,0.11,0.23,1,LT500
3072,180000,2,1,2,28,111551,98615,49731,4751,1754,1,0.04,0.02,0,1,LT500
3081,50000,2,3,1,32,17361,17928,19619,1111,2111,1111,0.06,0.12,0.06,0,MT700
3106,350000,2,2,1,33,135143,137981,138918,4111,4117,5111,0.03,0.03,0.04,0,MT700
3108,440000,2,1,1,35,119715,111212,116169,7126,11111,11111,0.06,0.1,0.1,0,MT700
3110,5.00E+05,1,3,1,48,32831,17191,72198,1,72198,11111,0,4.2,0.15,0,MT700
3111,1.00E+05,1,2,1,35,81219,61721,74375,2278,15111,3111,0.03,0.24,0.04,0,MT700
3127,1.00E+05,2,2,2,33,74964,76655,78328,2111,2111,2111,0.03,0.03,0.03,0,MT700
3130,180000,1,1,2,29,115327,117511,115614,4111,1,8111,0.04,0,0.07,0,LT500
3143,170000,2,1,1,41,61111,59477,44218,2176,1776,11433,0.04,0.03,0.26,0,MT700
3146,30000,1,2,2,30,24743,25261,25763,917,922,955,0.04,0.04,0.04,0,MT700
3152,160000,1,3,1,46,73322,57835,41842,2343,3169,77115,0.03,0.05,1.84,0,MT700
3160,390000,1,2,1,42,2626,989,4647,992,4667,277,0.38,4.72,0.06,0,MT700
3169,20000,1,2,2,33,19983,21166,19855,917,1111,889,0.05,0.05,0.04,0,MT700
3173,230000,1,2,1,35,179717,124117,182717,5111,189611,11111,0.03,1.53,0.06,0,MT700
3179,10000,1,1,2,24,9267,11196,9415,1511,1,1111,0.16,0,0.12,1,LT500
3182,150000,2,3,1,59,9974,11517,1926,11517,1926,5512,1.15,0.17,2.86,0,MT700
3190,50000,2,2,2,23,2698,2511,2296,311,311,251,0.12,0.12,0.11,0,MT700
3194,110000,1,3,1,38,7681,8897,11729,1511,3111,511,0.2,0.35,0.04,0,MT700
3208,390000,1,1,2,34,7957,3144,27613,3144,27613,11219,0.4,8.78,0.41,0,MT700
3220,1.00E+05,2,1,2,29,43114,48311,57497,6111,11111,1,0.14,0.23,0,0,MT700
3223,2.00E+05,1,2,2,33,111464,112844,115515,4111,4511,4111,0.04,0.04,0.04,0,MT700
3232,2.00E+05,2,2,1,29,56841,51245,42268,1755,1658,3579,0.03,0.03,0.08,0,MT700
3239,150000,2,1,2,25,8445,6868,1311,1,1311,1,0,0.19,0,0,MT700
3244,30000,2,1,2,22,25132,25626,27191,1111,2111,3211,0.04,0.08,0.12,1,LT500
3246,30000,1,2,2,26,21321,19481,19222,1,632,1,0,0.03,0,0,MT700
3276,20000,1,3,2,59,19616,19313,1113,1,1,2821,0,0,2.53,1,LT500
3300,370000,1,2,2,39,345914,322168,272461,12116,9555,11115,0.04,0.03,0.04,1,LT500
3311,110000,2,1,1,31,79428,81235,79412,3111,3111,3111,0.04,0.04,0.04,1,LT500
3317,5.00E+05,2,1,2,31,188144,211941,211118,45149,21112,89442,0.24,0.1,0.42,0,MT700
3333,5.00E+05,1,1,1,59,3342,1241,711,1241,711,2251,0.37,0.57,3.17,1,LT500
3341,60000,1,2,2,41,5246,3761,11411,3761,11411,7435,0.72,3.03,0.65,0,MT700
3349,80000,1,3,2,44,62696,64148,62965,2611,1,4411,0.04,0,0.07,0,LT500
3358,50000,2,3,1,27,39731,35657,27114,1265,832,511,0.03,0.02,0.02,1,LT500
3362,310000,2,1,1,39,5724,1518,1336,1336,1,3167,0.23,0,2.37,0,LT500
3363,110000,2,2,2,51,3117,857,55973,857,1.11E+05,1111,0.27,129.65,0.02,0,MT700
3380,360000,2,1,2,29,11687,1968,1272,2141,1272,24178,0.18,0.65,19.01,0,MT700
3396,310000,2,2,1,32,89223,81462,73899,2781,4881,3111,0.03,0.06,0.04,0,MT700
3417,130000,1,2,2,37,129785,121619,123586,5111,6111,5111,0.04,0.05,0.04,0,MT700
3441,350000,2,2,2,27,18127,18536,19224,711,1111,751,0.04,0.06,0.04,0,MT700
3449,150000,2,1,2,40,129768,136184,31312,42111,34881,211277,0.32,0.26,6.75,0,MT700
3458,280000,1,2,1,46,192141,213913,211564,15111,1,7153,0.08,0,0.03,1,LT500
3464,30000,2,3,2,22,2391,781,24311,1,48621,156,0,62.25,0.01,0,MT700
3465,340000,2,1,2,34,28987,13114,59214,13121,59273,1241,0.45,4.52,0.02,0,MT700
3470,220000,2,2,1,41,86139,83743,78555,3111,3111,6111,0.04,0.04,0.08,0,MT700
3474,520000,2,1,2,35,57911,54152,43118,5111,5111,5131,0.09,0.09,0.12,0,MT700
3485,1.00E+05,1,2,2,27,81234,81191,79494,2865,3121,2377,0.04,0.04,0.03,0,MT700
3490,50000,1,1,2,28,6326,1452,1612,611,511,1111,0.1,0.35,0.69,0,MT700
3491,80000,1,1,1,45,3366,1473,44314,1473,44314,4111,0.44,30.08,0.09,1,LT500
3498,240000,1,2,1,37,22241,8472,511,511,1,21257,0.02,0,41.6,0,LT500
3501,30000,2,3,1,56,21645,21666,21171,1511,1,1911,0.07,0,0.09,1,LT500
3513,60000,2,1,2,28,44569,47452,46536,3611,1,4111,0.08,0,0.09,1,LT500
3520,550000,2,2,1,34,342198,344818,347188,12111,12111,13111,0.04,0.04,0.04,0,MT700
3523,50000,1,1,2,33,18829,15913,7561,1111,1111,2115,0.06,0.07,0.28,0,MT700
3535,1.00E+05,2,3,1,40,45415,44723,42934,1728,1621,1359,0.04,0.04,0.03,0,MT700
3540,30000,1,3,1,45,31262,31217,29158,1,1,1,0,0,0,1,LT500
3544,140000,1,1,1,41,29711,34197,38615,5111,5111,3111,0.17,0.15,0.08,0,MT700
3561,80000,1,3,1,57,9629,11571,11749,1111,511,1311,0.12,0.04,0.11,1,LT500
3565,80000,2,2,1,46,2351,2351,2351,2351,2351,351,1,1,0.15,0,MT700
3580,10000,2,3,1,56,11129,9731,9974,1,411,511,0,0.04,0.05,0,MT700
3593,20000,2,3,3,51,18311,21278,21192,3611,393,1,0.2,0.02,0,1,LT500
3610,310000,1,1,2,32,59169,12156,11132,2111,11158,23219,0.04,0.92,2.09,0,MT700
3621,150000,2,1,2,35,1178,1117,2175,5,2175,2669,0,1.95,1.23,0,MT700
3624,210000,1,1,2,36,37167,24511,22634,2113,3112,3113,0.06,0.13,0.14,1,LT500
3632,260000,2,1,2,35,46516,42815,39114,1472,1317,1314,0.03,0.03,0.03,0,MT700
3633,50000,1,2,1,64,17917,19111,18155,1193,19155,2239,0.07,1,0.12,0,MT700
3639,140000,2,2,1,34,141962,137819,137194,5311,11111,5411,0.04,0.08,0.04,0,MT700
3640,1.00E+05,2,2,1,35,43326,44235,45498,1617,2111,2111,0.04,0.05,0.05,0,MT700
3643,80000,1,2,1,35,28345,28938,29665,1142,1211,1511,0.04,0.04,0.05,0,MT700
3646,240000,1,2,2,26,173246,177112,187951,6641,14111,1,0.04,0.08,0,0,MT700
3652,110000,1,2,1,44,117381,116831,118315,4512,4211,4511,0.04,0.04,0.04,0,MT700
3654,1.00E+05,1,3,1,51,92434,95478,41514,5124,5156,5135,0.06,0.05,0.12,0,MT700
3661,5.00E+05,2,1,2,27,76426,56197,42998,3521,1641,913,0.05,0.03,0.02,0,MT700
3665,110000,2,3,2,29,6712,871,16391,1,16391,832,0,18.82,0.05,0,MT700
3667,390000,1,1,2,31,291427,261126,178599,11517,25111,25182,0.04,0.1,0.14,0,MT700
3685,140000,2,2,1,26,48724,48875,49667,2111,2111,2111,0.04,0.04,0.04,0,MT700
3686,2.00E+05,1,1,2,32,26975,8734,11756,29889,11819,2648,1.11,1.35,0.23,0,MT700
3732,410000,1,2,1,36,27185,13818,8477,3845,212,3,0.14,0.02,0,0,MT700
3734,750000,2,2,1,43,63749,85167,83218,85172,83215,124163,1.34,0.98,1.49,0,MT700
3735,30000,1,2,2,47,31187,17534,15145,718,411,5111,0.02,0.02,0.34,0,MT700
3741,130000,1,1,2,28,65186,61346,52272,2118,2111,1711,0.03,0.03,0.03,0,MT700
3757,40000,1,1,2,26,22327,22816,23436,1111,1111,1511,0.05,0.05,0.06,0,MT700
3768,340000,2,2,1,30,285417,284834,284549,12111,12511,11111,0.04,0.04,0.04,0,MT700
3775,5.00E+05,2,1,2,32,37945,114491,35234,114673,35387,177258,3.02,0.31,5.03,0,MT700
3778,10000,1,2,2,24,8191,8261,8773,451,811,1,0.06,0.1,0,0,MT700
3791,250000,1,1,1,46,2372,512,1979,514,1989,19151,0.22,3.88,9.68,1,LT500
3797,20000,2,2,2,32,112937,98525,77711,3211,2911,2111,0.03,0.03,0.03,0,MT700
3820,30000,2,2,2,24,17448,18517,19146,1511,1111,1111,0.09,0.06,0.06,1,LT500
3840,50000,1,3,2,28,28751,31685,31141,2411,1,1511,0.08,0,0.05,1,LT500
3857,180000,2,1,2,24,68398,71419,71418,3111,2125,4791,0.05,0.03,0.07,0,MT700
3860,20000,2,1,1,32,11653,7833,7945,1,621,1,0,0.08,0,1,LT500
3867,60000,2,3,1,39,23552,24121,26615,1111,3111,1,0.05,0.13,0,1,LT500
3884,50000,1,2,2,24,18114,19215,19114,1511,1511,1511,0.08,0.08,0.08,0,MT700
3886,390000,1,1,2,35,63121,41653,24679,919,13771,183622,0.01,0.33,7.44,0,MT700
3894,50000,2,1,2,29,41661,47368,49317,6111,2675,1,0.15,0.06,0,0,MT700
3896,30000,2,2,2,22,1732,3836,2461,3836,2461,3714,2.21,0.64,1.51,0,MT700
3898,320000,2,2,1,36,43112,67291,62132,41121,3127,1216,0.95,0.05,0.02,0,MT700
3909,50000,1,2,2,24,19659,19812,19699,713,858,661,0.04,0.04,0.03,0,MT700
3922,130000,1,1,2,25,8975,43663,23566,42739,5583,384,4.76,0.13,0.02,0,MT700
3930,50000,2,2,1,29,29717,28825,29122,1133,1153,1134,0.04,0.04,0.04,0,MT700
3939,260000,1,2,2,44,33882,34589,35397,1253,1381,1166,0.04,0.04,0.03,0,MT700
3953,320000,2,2,1,44,1373,6164,2145,6194,2155,1273,4.51,0.35,0.59,0,MT700
3961,20000,2,2,2,31,19177,21119,21474,2411,1,1,0.13,0,0,0,LT500
3962,240000,2,1,2,28,197192,211528,197155,7131,6275,8188,0.04,0.03,0.04,0,MT700
3964,90000,2,2,2,23,18884,21411,21841,3111,931,1,0.16,0.04,0,1,LT500
3967,60000,2,2,2,25,57663,56225,54759,1,1,1,0,0,0,0,LT500
3979,10000,1,2,2,22,9511,9711,11111,211,311,1,0.02,0.03,0,0,MT700
3988,210000,2,1,1,34,156384,161156,163188,6111,6111,6111,0.04,0.04,0.04,0,MT700
3998,60000,1,2,2,26,31819,33323,33191,3111,1353,2111,0.1,0.04,0.06,0,MT700
4004,120000,1,3,2,25,18334,7382,19811,6,19824,18129,0,2.69,0.92,0,MT700
4007,10000,1,3,2,46,1151,1151,1151,1,1,1,0,0,0,1,LT500
4012,50000,1,2,2,49,9431,9638,9811,351,323,312,0.04,0.03,0.03,0,MT700
4017,260000,2,1,1,39,184132,189947,89116,11111,3511,3434,0.06,0.02,0.04,0,MT700
4038,150000,2,3,1,49,7642,8119,11811,367,11811,5168,0.05,1.45,0.44,0,MT700
4048,220000,2,1,1,60,21468,21986,22469,1,2111,2111,0,0.1,0.09,1,LT500
4051,160000,2,3,2,30,3334,1155,8824,1,8824,1155,0,7.64,0.13,0,MT700
4060,5.00E+05,2,1,2,44,354521,358119,394932,46143,53181,15171,0.13,0.15,0.04,0,MT700
4063,110000,2,3,1,44,135888,137718,78581,3511,2564,2311,0.03,0.02,0.03,0,MT700
4069,50000,1,2,1,43,9486,9191,12524,1,3511,3111,0,0.38,0.25,1,LT500
4075,230000,1,1,2,28,56155,22935,17354,3111,3213,1111,0.06,0.14,0.06,0,MT700
4092,190000,1,2,1,23,156432,152718,133584,5183,5237,4396,0.03,0.03,0.03,1,LT500
4096,80000,1,2,2,43,11493,11313,6687,3313,1,291,0.29,0,0.04,0,LT500
4102,130000,1,2,1,43,96963,99114,111833,3554,4435,3314,0.04,0.04,0.03,0,MT700
4107,420000,2,1,1,40,17827,23711,63784,23831,64111,31731,1.34,2.7,0.5,0,MT700
4113,280000,2,1,2,28,4923,19616,5191,19693,5216,488,4,0.27,0.09,0,MT700
4114,30000,2,3,1,25,29393,26418,27653,1,1653,823,0,0.06,0.03,0,MT700
4116,180000,2,1,1,43,1946,11859,516,11859,516,1314,6.09,0.04,2.55,0,MT700
4119,50000,1,2,2,36,16486,17681,17825,2111,1111,2111,0.13,0.06,0.12,0,MT700
4125,60000,2,2,2,43,54735,53584,54713,1,2151,1,0,0.04,0,1,LT500
4134,2.00E+05,2,2,1,39,131741,134488,137241,4611,4711,5319,0.04,0.04,0.04,1,LT500
4139,50000,2,1,2,26,48525,45791,46764,1742,1817,2111,0.04,0.04,0.05,0,MT700
4143,50000,1,2,1,31,49144,51132,51519,1771,1911,3511,0.04,0.04,0.07,0,MT700
4153,170000,2,1,2,27,124218,122955,116191,5111,5111,5111,0.04,0.04,0.04,0,MT700
4161,50000,1,1,2,25,37264,36396,35659,1,1,3111,0,0,0.09,0,LT500
4171,140000,1,1,2,27,3218,16478,4178,17111,4511,4448,5.32,0.27,1.06,0,MT700
4173,450000,1,3,2,41,211671,181345,161111,6821,6127,5111,0.03,0.03,0.03,0,MT700
4175,140000,2,1,2,34,32768,29711,24377,2111,2111,1111,0.06,0.07,0.05,1,LT500
4177,260000,1,1,2,34,146597,159844,145729,21139,15147,12125,0.14,0.09,0.08,0,MT700
4178,60000,2,1,2,27,29999,28972,29444,1111,14111,3114,0.04,0.49,0.11,0,MT700
4187,180000,1,3,2,46,14611,16219,25653,2111,11111,21111,0.14,0.69,0.82,0,MT700
4188,50000,1,2,1,32,21112,21231,19462,2111,1711,2111,0.1,0.08,0.11,1,LT500
4189,310000,2,2,1,43,281241,285815,272159,11111,1,9755,0.04,0,0.04,1,LT500
4190,10000,1,1,1,41,9169,11156,8559,1112,1,511,0.12,0,0.06,0,LT500
4193,50000,2,2,2,51,12737,13732,13362,1211,1,494,0.1,0,0.04,1,LT500
4195,290000,1,1,1,43,237255,241778,236917,9147,9113,11114,0.04,0.04,0.05,0,MT700
4206,130000,1,2,2,25,49643,46812,45914,1,2111,1822,0,0.05,0.04,0,MT700
4207,90000,2,2,1,37,1261,1261,1261,1261,1261,391,1,1,0.31,0,MT700
4215,110000,2,3,1,39,73218,75195,72531,3111,3111,3111,0.04,0.04,0.04,0,MT700
4216,120000,1,2,2,30,118362,96168,99399,5111,5111,5111,0.04,0.05,0.05,0,MT700
4221,3.00E+05,2,2,2,33,157953,161183,163942,4821,4684,3152,0.03,0.03,0.02,0,MT700
4229,3.00E+05,2,1,2,26,19416,23261,15423,4111,5111,5111,0.21,0.22,0.33,0,MT700
4234,60000,2,2,1,30,19843,19195,19495,693,717,661,0.03,0.04,0.03,0,MT700
4237,230000,1,3,1,55,176893,183699,188711,11111,11111,9111,0.06,0.06,0.05,0,MT700
4239,70000,2,2,1,29,4138,4123,4264,151,211,511,0.04,0.05,0.12,0,MT700
4257,1.00E+05,2,2,1,39,2795,94722,96638,92485,2519,2961,33.09,0.03,0.03,0,MT700
4261,20000,1,2,2,33,18617,19892,24338,2111,111,4737,0.11,0.01,0.19,0,LT500
4266,5.00E+05,2,1,2,34,236377,225651,15233,11651,15233,1,0.05,0.07,0,0,MT700
4269,360000,1,1,2,29,174917,126319,97746,5139,5111,4111,0.03,0.04,0.04,0,MT700
4270,30000,1,2,1,39,27962,26316,28994,3111,9111,2111,0.11,0.35,0.07,1,LT500
4290,1.00E+05,1,2,1,52,66777,68176,69547,2472,2512,2544,0.04,0.04,0.04,0,MT700
4314,50000,2,2,2,28,23594,7428,29139,5111,31111,8599,0.22,4.19,0.3,0,MT700
4319,170000,2,3,1,40,29186,93786,92728,93276,3197,3185,3.2,0.03,0.03,0,MT700
4324,5.00E+05,1,2,2,31,315875,46421,14541,1511,14111,2111,0,0.3,0.15,0,MT700
4334,80000,1,2,1,30,97871,38641,14734,3111,19717,51111,0.03,0.51,3.47,0,MT700
4335,50000,2,3,1,58,15949,14986,19411,2111,5111,1111,0.13,0.34,0.06,0,MT700
4353,20000,1,2,2,34,17711,13747,13911,2111,5111,5111,0.12,0.37,0.37,0,MT700
4355,50000,2,1,2,25,38559,39958,38313,3111,1,3191,0.08,0,0.08,0,LT500
